Email,Kota,Tanggal Pembelian,Produk Yang Dibeli,Nomor Penjualan,Jumlah Pembelian,Rating,Jasa Pengiriman,Customer Baru,Sales Person,Nama Lengkap,Harga,Nama Barang,Total Harga
Djoni@ymail.com,Bogor,2017-07-26,KP0925SG,35080,10,4.0,JENT,Y,Js-409,Djoni Kusumawati ,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
Soegiarto@gmail.com,Metro,2017-07-25,KP0625AF,36065,5,4.0,Wakanda Express,Y,Pv-150,Herry  Soegiarto,12000000.0,Arabica Flores 25kg,60000000.0
Sumartono@icloudx.com,Palu,2017-07-22,KP0350CF,36707,6,4.0,Wakanda Express,Y,Hy-280,Beata  Sumartono,35000000.0,Colombie Finest Blend 50kg,210000000.0
Alex@livex.com,Serang,2017-07-22,KP0850FB,35193,9,4.0,Pru Logistic,Y,Qm-500,Alex Ganasutrisna,21000000.0,Flores Blend 50kg,189000000.0
Kuchenbecker@livex.com,Madiun,2017-07-21,KP0850FB,35761,2,4.0,JENT,N,Xe-123,Nelson Kuchenbecker ,21000000.0,Flores Blend 50kg,42000000.0
MESLIN@gmail.com,Pariaman,2017-07-20,KP0625AF,35997,6,4.0,JENT,Y,Jc-559,Meslin  Leitch ,12000000.0,Arabica Flores 25kg,72000000.0
Elisabeth@ymail.com,Depok,2017-07-20,KP0625AF,35868,4,4.0,JENT,Y,Dw-409,Elisabeth Djohari ,12000000.0,Arabica Flores 25kg,48000000.0
Mulyono@ymail.com,Bandung,2017-07-17,KP0625AF,35605,8,4.0,JENT,Y,Lf-409,Hari  Mulyono,12000000.0,Arabica Flores 25kg,96000000.0
Tirtaguna@ymail.com,Dumai,2017-07-15,KP0925SG,36215,7,4.0,JENT,Y,Er-222,Chu  Tirtaguna,15000000.0,Sidikalang Gold Blend 25kg,105000000.0
Alamsjah@gmail.com,Palembang,2017-07-14,KP0925SG,35382,3,4.0,Wakanda Express,Y,Bw-661,Iwan  Alamsjah,15000000.0,Sidikalang Gold Blend 25kg,45000000.0
Stephen@gmail.com,Lubuklinggau,2017-07-09,KP0925SG,35477,9,4.0,Cepat Kirim,N,Tl-661,Stephen Effendi,15000000.0,Sidikalang Gold Blend 25kg,135000000.0
Arie@ymail.com,Palopo,2017-07-09,KP0925SG,36099,2,4.0,Swift Delivery,Y,Db-290,Arie Sutandy,15000000.0,Sidikalang Gold Blend 25kg,30000000.0
Raymond@mex.com,Padangpanjang,2017-07-05,KP0625AF,36407,8,4.0,Cepat Kirim,N,Cy-559,Raymond Angkosubroto,12000000.0,Arabica Flores 25kg,96000000.0
Na@livex.com,Sabang,2017-07-05,KP0150BH,35309,6,4.0,Swift Delivery,N,Aq-101,Rudy Na,27000000.0,Bali Honey 50kg,162000000.0
Anuj@livex.com,Makassar,2017-07-04,KP0850FB,35847,9,4.0,JENT,Y,Jd-290,Anuj Kusumawati,21000000.0,Flores Blend 50kg,189000000.0
Sik@ymail.com,Magelang,2017-07-03,KP0350CF,36564,6,4.0,Pru Logistic,Y,Vi-410,Angus  Sik,35000000.0,Colombie Finest Blend 50kg,210000000.0
Arman@livex.com,Tebingtinggi,2017-07-03,KP0350CF,36111,2,4.0,Cepat Kirim,Y,Zj-662,Arman Maya,35000000.0,Colombie Finest Blend 50kg,70000000.0
Gahet@outlookx.com,Padang,2017-07-01,KP0150BH,36193,6,4.0,Wakanda Express,Y,Ne-559,Gahet Frederik,27000000.0,Bali Honey 50kg,162000000.0
Grant@ymail.com,Surakarta,2017-06-27,KP0925SG,35992,8,2.0,Pru Logistic,Y,Ji-410,Grant Sutantyo,15000000.0,Sidikalang Gold Blend 25kg,120000000.0
GITA@ymail.com,Lubuklinggau,2017-06-25,KP0625AF,35961,5,4.0,Swift Delivery,Y,Dv-661,Gita Group,12000000.0,Arabica Flores 25kg,60000000.0
Luhur@icloudx.com,Magelang,2017-06-25,KP0150BH,35480,6,4.0,JENT,N,rm-410,Victor Luhur,27000000.0,Bali Honey 50kg,162000000.0
Christina@livex.com,Denpasar,2017-06-24,KP0350CF,35175,5,4.0,Wakanda Express,Y,ve-201,Armedta Christina,35000000.0,Colombie Finest Blend 50kg,175000000.0
Henny@gmail.com,Tarakan,2017-06-22,KP0425CB,36028,7,4.0,JENT,Y,cf-994,Henny Oen ,27250000.0,Congo Blue Blend 25kg,190750000.0
Radisha@gmail.com,Cirebon,2017-06-21,KP0625AF,36447,4,4.0,Cepat Kirim,N,jp-409,Radisha Tjen,12000000.0,Arabica Flores 25kg,48000000.0
Lukman@gmail.com,Medan,2017-06-21,KP0925SG,35798,10,4.0,Cepat Kirim,Y,ke-662,Lukman Adelberd,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
Ivan@rocketmail.com,Surabaya,2017-06-20,KP0625AF,36647,8,4.0,Wakanda Express,Y,we-123,Mohamad Ivan,12000000.0,Arabica Flores 25kg,96000000.0
Andre@gmail.com,Metro,2017-06-19,KP0150BH,35574,2,4.0,JENT,Y,ti-150,Andre Leebrianto,27000000.0,Bali Honey 50kg,54000000.0
David@rocketmail.com,Binjai,2017-06-18,KP0050AG,35915,2,4.0,JENT,N,cf-662,Raymond  David ,16250000.0,Aceh Gayo 50kg,32500000.0
Muliadi@icloudx.com,Banda Aceh,2017-06-17,KP0750AJ,35776,2,2.0,JENT,N,ry-101,Suhadi  Muliadi,18000000.0,Arabica Java 50kg,36000000.0
Lim@gmail.com,Solok,2017-06-17,KP0425CB,36802,2,4.0,Swift Delivery,Y,gt-559,Lim Setiono,27250000.0,Congo Blue Blend 25kg,54500000.0
Wijaya@gmail.com,Cimahi,2017-06-16,KP0850FB,36849,7,4.0,JENT,Y,ns-409,Jyoti Wijaya ,21000000.0,Flores Blend 50kg,147000000.0
Jusuf@ymail.com,Denpasar,2017-06-15,KP0625AF,36465,2,4.0,Cepat Kirim,Y,ov-201,Jusuf  Riupassa,12000000.0,Arabica Flores 25kg,24000000.0
Sufan@gmail.com,Jakarta Selatan,2017-06-13,KP0850FB,36388,3,4.0,JENT,N,nq-333,Sufan  Podiman,21000000.0,Flores Blend 50kg,63000000.0
Aling@ymail.com,Manado,2017-06-12,KP0750AJ,35484,7,3.0,JENT,Y,ya-221,Aling  Naiborhu ,18000000.0,Arabica Java 50kg,126000000.0
Agus@gmail.com,Pasuruan,2017-06-11,KP0150BH,35639,9,4.0,Swift Delivery,Y,pg-123,Agus  Lianawati,27000000.0,Bali Honey 50kg,243000000.0
Lakmudin@ymail.com,Bogor,2017-06-11,KP0425CB,35102,8,4.0,JENT,Y,ll-409,Gunardi Lakmudin ,27250000.0,Congo Blue Blend 25kg,218000000.0
Dewi@ymail.com,Malang,2017-06-10,KP0050AG,36053,9,4.0,Cepat Kirim,Y,jm-123,Hosea Dewi,16250000.0,Aceh Gayo 50kg,146250000.0
Poppy@ymail.com,Banjarmasin,2017-06-07,KP0350CF,36533,5,4.0,JENT,N,zy-991,Poppy Darmadi ,35000000.0,Colombie Finest Blend 50kg,175000000.0
LINA@icloudx.com,Lubuklinggau,2017-06-06,KP0350CF,36346,3,4.0,JENT,Y,co-661,Lina  Putra,35000000.0,Colombie Finest Blend 50kg,105000000.0
Tunggul@ymail.com,Sorong,2017-06-06,KP0150BH,35535,9,4.0,Swift Delivery,Y,rq-999,Edwin  Tunggul,27000000.0,Bali Honey 50kg,243000000.0
Sidharta@outlookx.com,Malang,2017-06-05,KP0350CF,35580,10,4.0,Pru Logistic,Y,pe-123,Mary  Sidharta,35000000.0,Colombie Finest Blend 50kg,350000000.0
Herman@gmail.com,Palopo,2017-06-04,KP0625AF,36762,7,4.0,JENT,Y,qu-290,Herman Noorsy ,12000000.0,Arabica Flores 25kg,84000000.0
Susilo@ymail.com,Medan,2017-06-03,KP0850FB,36313,5,5.0,JENT,Y,an-662,Mohamad Susilo,21000000.0,Flores Blend 50kg,105000000.0
Handri@outlookx.com,Payakumbuh,2017-06-03,KP0850FB,35343,7,3.0,JENT,Y,oz-559,Bobby Handri,21000000.0,Flores Blend 50kg,147000000.0
Liem@rocketmail.com,Palopo,2017-06-03,KP0225BB,36405,4,4.0,Cepat Kirim,Y,zz-290,Liem Budijarto,10000000.0,Breakfast Blend 25kg,40000000.0
Oetie@rocketmail.com,Banjarbaru,2017-06-02,KP0225BB,36282,5,4.0,Swift Delivery,N,uk-991,Oetie  Abujono,10000000.0,Breakfast Blend 25kg,50000000.0
Hardono@livex.com,Banda Aceh,2017-06-01,KP0850FB,36488,8,4.0,JENT,Y,mr-101,Lim  Hardono ,21000000.0,Flores Blend 50kg,168000000.0
Suitono@ymail.com,Cilegon,2017-06-01,KP0150BH,36285,2,4.0,Wakanda Express,Y,yo-500,Adri  Suitono,27000000.0,Bali Honey 50kg,54000000.0
Alatas@ymail.com,Surakarta,2017-06-01,KP0750AJ,35060,2,4.0,JENT,Y,qh-410,Abdullah Alatas ,18000000.0,Arabica Java 50kg,36000000.0
Eunice@outlookx.com,Madiun,2017-05-28,KP0350CF,36604,3,5.0,JENT,Y,wt-123,Eunice Wiyono ,35000000.0,Colombie Finest Blend 50kg,105000000.0
Danny@ymail.com,Jambi,2017-05-27,KP0625AF,35875,8,4.0,Swift Delivery,Y,qa-512,Danny  Basuki,12000000.0,Arabica Flores 25kg,96000000.0
Jimmy@gmail.com,Medan,2017-05-27,KP0850FB,35726,5,4.0,Swift Delivery,Y,yk-662,Hendra Jimmy,21000000.0,Flores Blend 50kg,105000000.0
Wargana@gmail.com,Prabumulih,2017-05-26,KP0625AF,36095,4,4.0,Swift Delivery,Y,xp-661,Hanson  Wargana,12000000.0,Arabica Flores 25kg,48000000.0
BOWDEN@gmail.com,Cirebon,2017-05-26,KP0750AJ,36987,5,1.0,Swift Delivery,Y,ft-409,Adelina  Bowden,18000000.0,Arabica Java 50kg,90000000.0
Kong@livex.com,Palembang,2017-05-26,KP0750AJ,35153,3,4.0,JENT,Y,np-661,Doreen Kong,18000000.0,Arabica Java 50kg,54000000.0
Hugh@livex.com,Bandung,2017-05-25,KP0925SG,36187,4,4.0,Pru Logistic,N,en-409,Petrus Hugh,15000000.0,Sidikalang Gold Blend 25kg,60000000.0
Tedjajadi@gmail.com,Blitar,2017-05-24,KP0150BH,36342,6,4.0,JENT,Y,wn-123,Beatrice  Tedjajadi,27000000.0,Bali Honey 50kg,162000000.0
Dina@icloudx.com,Solok,2017-05-24,KP0350CF,36090,9,3.0,Swift Delivery,Y,je-559,Dina  Limited,35000000.0,Colombie Finest Blend 50kg,315000000.0
Fonny@livex.com,Pekalongan,2017-05-22,KP0850FB,36561,5,4.0,JENT,Y,zp-410,Fonny Irawan ,21000000.0,Flores Blend 50kg,105000000.0
Supardi@icloudx.com,Banda Aceh,2017-05-21,KP0350CF,36104,4,4.0,Cepat Kirim,Y,jz-101,Christian Supardi,35000000.0,Colombie Finest Blend 50kg,140000000.0
Endi@icloudx.com,Makassar,2017-05-20,KP0750AJ,36220,2,4.0,Swift Delivery,Y,qx-290,Maiko  Endi,18000000.0,Arabica Java 50kg,36000000.0
Nazarudin@mex.com,Padang,2017-05-18,KP0150BH,35296,4,4.0,JENT,N,nd-559,Nazarudin Anggraini ,27000000.0,Bali Honey 50kg,108000000.0
Risjad@livex.com,Cilegon,2017-05-17,KP0225BB,36685,8,4.0,JENT,Y,qt-500,Emily  Risjad ,10000000.0,Breakfast Blend 25kg,80000000.0
Christanto@icloudx.com,Kupang,2017-05-17,KP0850FB,36156,5,4.0,JENT,Y,ke-185,Christanto Soetoyo,21000000.0,Flores Blend 50kg,105000000.0
Ng@gmail.com,Banjarbaru,2017-05-13,KP0925SG,36307,2,4.0,Swift Delivery,N,jo-991,Ng  Siswadi,15000000.0,Sidikalang Gold Blend 25kg,30000000.0
Anthony@livex.com,Magelang,2017-05-13,KP0850FB,36050,6,4.0,JENT,Y,ty-410,Anthony Basuki ,21000000.0,Flores Blend 50kg,126000000.0
Mulyadi@rocketmail.com,Metro,2017-05-12,KP0225BB,35364,9,4.0,JENT,N,rz-150,Mulyadi  Hasyim,10000000.0,Breakfast Blend 25kg,90000000.0
LEDRES@icloudx.com,Singkawang,2017-05-12,KP0625AF,36480,5,4.0,JENT,Y,yu-880,Ledres Wibowo ,12000000.0,Arabica Flores 25kg,60000000.0
Meigawaty@livex.com,Singkawang,2017-05-11,KP0225BB,35499,8,4.0,Cepat Kirim,Y,va-880,Meigawaty Abdul,10000000.0,Breakfast Blend 25kg,80000000.0
Kiu@rocketmail.com,Tangerang,2017-05-11,KP0225BB,36396,7,4.0,Wakanda Express,N,zi-500,Peter Kiu,10000000.0,Breakfast Blend 25kg,70000000.0
Ciputra@ymail.com,Padangpanjang,2017-05-10,KP0225BB,36656,9,3.0,Swift Delivery,Y,th-559,Jusuf Ciputra,10000000.0,Breakfast Blend 25kg,90000000.0
Johan@icloudx.com,Jakarta Selatan,2017-05-09,KP0150BH,35968,10,5.0,Wakanda Express,N,fr-333,Prakash  Johan,27000000.0,Bali Honey 50kg,270000000.0
Arwan@livex.com,Lubuklinggau,2017-05-09,KP0050AG,35196,7,4.0,Cepat Kirim,Y,yn-661,Arwan Tumengkol,16250000.0,Aceh Gayo 50kg,113750000.0
Soendari@gmail.com,Bau-Bau,2017-05-08,KP0225BB,35119,4,4.0,JENT,N,tw-250,Soendari  Jonas,10000000.0,Breakfast Blend 25kg,40000000.0
Steven@icloudx.com,Ternate,2017-05-08,KP0750AJ,35177,4,4.0,Swift Delivery,N,ti-160,Steven Karjanto,18000000.0,Arabica Java 50kg,72000000.0
Budi@livex.com,Tanjungbalai,2017-05-06,KP0750AJ,36445,6,4.0,Cepat Kirim,Y,sv-662,Budi  Mohtar,18000000.0,Arabica Java 50kg,108000000.0
Kurniawan@ymail.com,Banjarbaru,2017-05-06,KP0150BH,36929,8,4.0,Cepat Kirim,Y,jk-991,Kurniawan Djauhari,27000000.0,Bali Honey 50kg,216000000.0
JOSEF@ymail.com,Bima,2017-05-05,KP0425CB,35348,8,4.0,JENT,Y,fm-183,Albert Josef,27250000.0,Congo Blue Blend 25kg,218000000.0
Lim@ymail.com,Bandar Lampung,2017-05-04,KP0425CB,35509,4,4.0,JENT,Y,wf-150,Junita  Lim,27250000.0,Congo Blue Blend 25kg,109000000.0
Gan@icloudx.com,Padangpanjang,2017-05-04,KP0150BH,35497,2,4.0,JENT,Y,cz-559,Gan  Soeprapto,27000000.0,Bali Honey 50kg,54000000.0
Saleem@ymail.com,Madiun,2017-05-04,KP0750AJ,36784,5,4.0,Cepat Kirim,Y,jv-123,Agus Saleem,18000000.0,Arabica Java 50kg,90000000.0
Elmursil@livex.com,Bukittinggi,2017-05-04,KP0625AF,35122,4,4.0,Swift Delivery,Y,zt-559,Elmursil Nyoman,12000000.0,Arabica Flores 25kg,48000000.0
Legiman@outlookx.com,Jakarta Selatan,2017-05-01,KP0750AJ,36130,10,4.0,JENT,N,em-333,Subianto  Legiman,18000000.0,Arabica Java 50kg,180000000.0
Johannes@gmail.com,Surakarta,2017-05-01,KP0850FB,35888,9,4.0,JENT,Y,bn-410,Johannes Gunawan,21000000.0,Flores Blend 50kg,189000000.0
Robert@livex.com,Pekalongan,2017-04-28,KP0850FB,35431,9,4.0,Pru Logistic,Y,qu-410,Eddy  Robert,21000000.0,Flores Blend 50kg,189000000.0
Rizal@rocketmail.com,Padangpanjang,2017-04-28,KP0750AJ,35775,6,4.0,Wakanda Express,N,va-559,Rizal  Fadjar,18000000.0,Arabica Java 50kg,108000000.0
Liliana@icloudx.com,Malang,2017-04-27,KP0350CF,35951,7,4.0,Swift Delivery,Y,ys-123,Liliana  Mogi,35000000.0,Colombie Finest Blend 50kg,245000000.0
Sinto@livex.com,Pagaralam,2017-04-26,KP0750AJ,35366,9,4.0,JENT,N,di-661,Pradeep  Sinto,18000000.0,Arabica Java 50kg,162000000.0
Diana@icloudx.com,Sibolga,2017-04-25,KP0050AG,36504,7,5.0,Cepat Kirim,Y,gk-662,Maria Diana,16250000.0,Aceh Gayo 50kg,113750000.0
International@livex.com,Jakarta Barat,2017-04-25,KP0925SG,36138,7,4.0,JENT,Y,sx-333,Daniel International,15000000.0,Sidikalang Gold Blend 25kg,105000000.0
Sik@mex.com,Kediri,2017-04-24,KP0050AG,36683,6,4.0,Wakanda Express,Y,aj-123,Lim  Sik,16250000.0,Aceh Gayo 50kg,97500000.0
Rossi@icloudx.com,Langsa,2017-04-24,KP0150BH,35919,9,4.0,Swift Delivery,N,yp-101,Safarina Rossi,27000000.0,Bali Honey 50kg,243000000.0
Darmamulia@livex.com,Tasikmalaya,2017-04-22,KP0850FB,35001,8,4.0,JENT,Y,uj-409,Linda Darmamulia,21000000.0,Flores Blend 50kg,168000000.0
Hendro@ymail.com,Tomohon,2017-04-20,KP0925SG,36801,10,4.0,JENT,Y,ai-221,Hendro Rianti,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
Yoesgiantoro@outlookx.com,Jayapura,2017-04-16,KP0750AJ,35672,9,2.0,Pru Logistic,Y,mo-990,Djan Yoesgiantoro,18000000.0,Arabica Java 50kg,162000000.0
Kusuma@ymail.com,Padangpanjang,2017-04-14,KP0850FB,36055,4,4.0,Cepat Kirim,Y,pm-559,I Kusuma,21000000.0,Flores Blend 50kg,84000000.0
Kaman@ymail.com,Payakumbuh,2017-04-12,KP0625AF,35476,8,4.0,JENT,Y,yh-559,Kaman Adam,12000000.0,Arabica Flores 25kg,96000000.0
Nani@mex.com,Kediri,2017-04-11,KP0850FB,35964,7,4.0,Cepat Kirim,N,se-123,Nani Sungkoro,21000000.0,Flores Blend 50kg,147000000.0
Koes@rocketmail.com,Pontianak,2017-04-11,KP0350CF,35361,7,4.0,JENT,N,qr-880,Sonya Koes,35000000.0,Colombie Finest Blend 50kg,245000000.0
Eddy@outlookx.com,Jakarta Timur,2017-04-10,KP0350CF,36086,7,4.0,Wakanda Express,Y,to-333,Eddy Nugroho,35000000.0,Colombie Finest Blend 50kg,245000000.0
Carl@ymail.com,Bitung,2017-04-08,KP0625AF,35475,4,4.0,Swift Delivery,Y,iu-221,Darmadi Carl,12000000.0,Arabica Flores 25kg,48000000.0
American@gmail.com,Ternate,2017-04-07,KP0750AJ,36491,10,2.0,Swift Delivery,Y,pb-160,American Rachman,18000000.0,Arabica Java 50kg,180000000.0
Meridian@ymail.com,Lubuklinggau,2017-04-04,KP0750AJ,35437,6,2.0,Swift Delivery,Y,zf-661,Meridian Winata,18000000.0,Arabica Java 50kg,108000000.0
FIFI@outlookx.com,Jambi,2017-04-04,KP0625AF,36969,9,5.0,Swift Delivery,Y,on-512,Fifi Yangrikho,12000000.0,Arabica Flores 25kg,108000000.0
Adhi@gmail.com,Mataram,2017-04-03,KP0425CB,36170,10,4.0,JENT,Y,ku-183,Adhi  Endranto,27250000.0,Congo Blue Blend 25kg,272500000.0
Sugiono@ymail.com,Gorontalo,2017-04-03,KP0050AG,36985,2,4.0,JENT,Y,yl-983,Inayat  Sugiono,16250000.0,Aceh Gayo 50kg,32500000.0
Ramchand@outlookx.com,Jayapura,2017-04-03,KP0925SG,35091,6,4.0,JENT,Y,gj-990,Diana Ramchand ,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
Ateng@ymail.com,Kediri,2017-04-02,KP0925SG,35491,4,4.0,JENT,Y,bs-123,Ateng  C,15000000.0,Sidikalang Gold Blend 25kg,60000000.0
Sampoerna@gmail.com,Meulaboh,2017-04-01,KP0925SG,36414,2,4.0,JENT,Y,yt-101,Go Sampoerna ,15000000.0,Sidikalang Gold Blend 25kg,30000000.0
Boediyanio@gmail.com,Cimahi,2017-03-28,KP0750AJ,36677,4,5.0,Pru Logistic,Y,rw-409,Boediyanio Syafriel,18000000.0,Arabica Java 50kg,72000000.0
Anita@livex.com,Mataram,2017-03-23,KP0850FB,36797,5,4.0,Wakanda Express,Y,xe-183,Anita Ferdinandus,21000000.0,Flores Blend 50kg,105000000.0
Lam@rocketmail.com,Palangkaraya,2017-03-22,KP0925SG,35067,5,4.0,JENT,Y,sw-992,Lam  Hartono ,15000000.0,Sidikalang Gold Blend 25kg,75000000.0
Shuzy@rocketmail.com,Medan,2017-03-20,KP0850FB,35429,6,4.0,JENT,N,fw-662,Shuzy  Wiyono ,21000000.0,Flores Blend 50kg,126000000.0
Dino@gmail.com,Pekalongan,2017-03-20,KP0750AJ,36556,4,4.0,Swift Delivery,Y,ls-410,Dino  Pudjiwati,18000000.0,Arabica Java 50kg,72000000.0
Pujiastuti@mex.com,Semarang,2017-03-17,KP0625AF,36196,10,4.0,JENT,N,zy-410,Pujiastuti  Indra ,12000000.0,Arabica Flores 25kg,120000000.0
Nestor@ymail.com,Jakarta Pusat,2017-03-17,KP0750AJ,35881,5,4.0,JENT,N,vh-333,Nestor Jen,18000000.0,Arabica Java 50kg,90000000.0
Tanoto@livex.com,Padang,2017-03-16,KP0625AF,36101,9,4.0,Wakanda Express,N,vg-559,Pandji Tanoto,12000000.0,Arabica Flores 25kg,108000000.0
Kang@gmail.com,Makassar,2017-03-14,KP0850FB,36565,5,4.0,Cepat Kirim,Y,rh-290,Kang Ashari,21000000.0,Flores Blend 50kg,105000000.0
Widagdo@mex.com,Batam,2017-03-14,KP0850FB,35909,9,3.0,Wakanda Express,N,hl-809,Singgih Widagdo,21000000.0,Flores Blend 50kg,189000000.0
Budisusetyo@icloudx.com,Malang,2017-03-11,KP0150BH,36592,8,1.0,Wakanda Express,Y,nz-123,Elisabet Budisusetyo,27000000.0,Bali Honey 50kg,216000000.0
Shinta@rocketmail.com,Palopo,2017-03-09,KP0425CB,36198,7,1.0,JENT,N,go-290,Shinta  Winarko ,27250000.0,Congo Blue Blend 25kg,190750000.0
Yanuar@mex.com,Bontang,2017-03-09,KP0925SG,35917,6,4.0,Pru Logistic,N,io-993,Rachmat Yanuar,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
Tijoso@ymail.com,Balikpapan,2017-03-08,KP0750AJ,35077,2,4.0,JENT,Y,gt-993,Gan  Tijoso ,18000000.0,Arabica Java 50kg,36000000.0
Tjahaja@ymail.com,Palu,2017-03-08,KP0150BH,35407,8,5.0,Wakanda Express,Y,im-280,Henry Tjahaja,27000000.0,Bali Honey 50kg,216000000.0
Boelio@icloudx.com,Bogor,2017-03-07,KP0625AF,35243,5,4.0,Pru Logistic,Y,ur-409,Boelio Ramli,12000000.0,Arabica Flores 25kg,60000000.0
Latief@gmail.com,Tasikmalaya,2017-03-06,KP0625AF,35455,4,4.0,JENT,Y,it-409,Crescento Latief,12000000.0,Arabica Flores 25kg,48000000.0
Budiman@gmail.com,Bau-Bau,2017-03-04,KP0625AF,36599,8,4.0,Pru Logistic,Y,wy-250,Go Budiman,12000000.0,Arabica Flores 25kg,96000000.0
Sandjojo@ymail.com,Purwokerto,2017-03-02,KP0350CF,36893,10,5.0,Cepat Kirim,Y,zz-410,Indrajaty  Sandjojo,35000000.0,Colombie Finest Blend 50kg,350000000.0
Harsono@gmail.com,Tomohon,2017-02-26,KP0750AJ,36709,9,4.0,JENT,Y,ge-221,Kirk Harsono ,18000000.0,Arabica Java 50kg,162000000.0
Wikarsa@ymail.com,Bukittinggi,2017-02-23,KP0350CF,36609,2,2.0,Swift Delivery,Y,fm-559,Aji  Wikarsa,35000000.0,Colombie Finest Blend 50kg,70000000.0
Suarmin@icloudx.com,Serang,2017-02-22,KP0225BB,35840,2,4.0,JENT,N,ih-500,Suarmin  Chowdhry,10000000.0,Breakfast Blend 25kg,20000000.0
Evie@icloudx.com,Yogyakarta,2017-02-22,KP0750AJ,35454,10,4.0,JENT,Y,ii-444,Evie Wijaya,18000000.0,Arabica Java 50kg,180000000.0
K.P.@ymail.com,Sibolga,2017-02-21,KP0925SG,36474,2,4.0,JENT,Y,gk-662,Kp  Sri ,15000000.0,Sidikalang Gold Blend 25kg,30000000.0
Hermanto@ymail.com,Padangpanjang,2017-02-20,KP0850FB,35681,10,2.0,Swift Delivery,Y,rc-559,Christiana  Hermanto,21000000.0,Flores Blend 50kg,210000000.0
Kurniadi@ymail.com,Bengkulu,2017-02-20,KP0750AJ,36729,9,4.0,Pru Logistic,Y,gu-300,Jovanka Kurniadi,18000000.0,Arabica Java 50kg,162000000.0
Ishak@ymail.com,Pekalongan,2017-02-18,KP0850FB,36774,4,3.0,JENT,Y,eb-410,Ishak Sim ,21000000.0,Flores Blend 50kg,84000000.0
Jap@gmail.com,Pariaman,2017-02-15,KP0850FB,35358,4,4.0,Cepat Kirim,Y,qp-559,Jap  Gunawan,21000000.0,Flores Blend 50kg,84000000.0
Handaja@gmail.com,Padangpanjang,2017-02-14,KP0750AJ,35752,7,4.0,Wakanda Express,Y,gb-559,Handaja Latief,18000000.0,Arabica Java 50kg,126000000.0
Tanojo@icloudx.com,Purwokerto,2017-02-13,KP0625AF,36524,8,4.0,Swift Delivery,N,hb-410,Niniek Tanojo,12000000.0,Arabica Flores 25kg,96000000.0
Irwan@ymail.com,Batu,2017-02-13,KP0150BH,36366,9,4.0,Wakanda Express,Y,pc-123,Irwan Hartono,27000000.0,Bali Honey 50kg,243000000.0
Gozali@livex.com,Tebingtinggi,2017-02-11,KP0225BB,35300,8,5.0,Wakanda Express,Y,oz-662,Eko Gozali,10000000.0,Breakfast Blend 25kg,80000000.0
Arifin@ymail.com,Jakarta Barat,2017-02-09,KP0750AJ,36634,2,4.0,Pru Logistic,Y,sd-333,Arifin  Susila,18000000.0,Arabica Java 50kg,36000000.0
Vishamkar@gmail.com,Jakarta Pusat,2017-02-09,KP0625AF,36869,9,4.0,JENT,Y,vo-333,Achmad Vishamkar ,12000000.0,Arabica Flores 25kg,108000000.0
Harmiono@gmail.com,Jakarta Selatan,2017-02-09,KP0925SG,36387,3,4.0,Pru Logistic,Y,bg-333,Harmiono Rita,15000000.0,Sidikalang Gold Blend 25kg,45000000.0
Pudji@gmail.com,Purwokerto,2017-02-08,KP0150BH,35125,10,5.0,JENT,Y,at-410,G Pudji ,27000000.0,Bali Honey 50kg,270000000.0
MICHAEL@outlookx.com,Tebingtinggi,2017-02-08,KP0850FB,35669,4,4.0,JENT,Y,mz-662,Michael Basoeki,21000000.0,Flores Blend 50kg,84000000.0
Kian@outlookx.com,Sungai Penuh,2017-02-04,KP0625AF,36229,10,4.0,JENT,Y,uz-512,Michael Kian,12000000.0,Arabica Flores 25kg,120000000.0
Group@livex.com,Jakarta Utara,2017-02-04,KP0850FB,36713,8,2.0,Cepat Kirim,N,dm-333,Soeparman Group,21000000.0,Flores Blend 50kg,168000000.0
Hiswara@ymail.com,Purwokerto,2017-02-03,KP0625AF,35929,9,4.0,JENT,Y,xm-410,Hiswara  Taira,12000000.0,Arabica Flores 25kg,108000000.0
Alicia@outlookx.com,Bekasi,2017-02-01,KP0425CB,35603,9,5.0,Swift Delivery,Y,xa-409,Citrawinda Alicia,27250000.0,Congo Blue Blend 25kg,245250000.0
Jahjaa@gmail.com,Bitung,2017-02-01,KP0750AJ,35222,2,4.0,Cepat Kirim,Y,wz-221,Jahjaa Wiriawan,18000000.0,Arabica Java 50kg,36000000.0
Mirza@ymail.com,Tasikmalaya,2017-01-26,KP0850FB,35321,9,5.0,JENT,Y,tg-409,Ferdinand Mirza ,21000000.0,Flores Blend 50kg,189000000.0
Yohan@icloudx.com,Cirebon,2017-01-24,KP0925SG,35469,6,4.0,JENT,N,vr-409,Netcorp  Yohan,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
Johannes@gmail.com,Salatiga,2017-01-23,KP0225BB,35055,8,4.0,Swift Delivery,Y,xq-410,Johannes Yoshawirja,10000000.0,Breakfast Blend 25kg,80000000.0
Agus@livex.com,Prabumulih,2017-01-22,KP0850FB,36458,8,4.0,Wakanda Express,Y,yw-661,Agus K,21000000.0,Flores Blend 50kg,168000000.0
