Nama Depan,Nama Belakang,Email,Kota,Tanggal Pembelian,Produk Yang Dibeli,Nomor Penjualan,Jumlah Pembelian,Rating,Jasa Pengiriman,Customer Baru,Sales Person
s.h.c.n ,Kurniawan ,S.H.C.N@icloudx.com,Jakarta Barat,20-1-2017,KP0850FB,35174,9 buah,4,JENT,N,ob-333
bambang ,Abdurachman,Bambang@ymailx.com,Pontianak,20-1-2017,KP0850FB,35447,4 buah,1,Wakanda Express,Y,xf-880
Prakoso,yusrizal,YUSRIZAL@mex.com,Palembang,19-1-2017,KP0750AJ,35766,4,4,Cepat Kirim,N,js-661
Freddy,Budi,"Freddy@gmailx.com,",Palembang,18-1-2017,KP0625AF,36697,3,4,Cepat Kirim,Y,mv-661
Jusuf,Dian,"Dian@ymailx.com,",Tebingtinggi,18-1-2017,KP0850FB,35589,8,4,Swift Delivery,Y,dx-662
Rilantini,Jenny,Rilantini@icloudx.com,Kotamobagu,15-1-2017,KP0850FB,36898,9,N/A,Swift Delivery,N,qz-221
Apex,leonard,Apex@gmailx.com,Tomohon,15-1-2017,KP0350CF,36411,10,2,JENT,Y,re-221
Adriana,tjin ,Adriana@ymailx.com,Palopo,15-1-2017,KP0925SG,35280,7,N/A,JENT,Y,ds-290
F.,Riupassa,Riupassa@livex.com,Purwokerto,1-11-2017,KP0925SG,35305,7,4,JENT,Y,wu-410
Northstar,Andersen,Northstar@mex.com,Semarang,1-10-2017,KP0850FB,35658,2,N/A,Wakanda Express,N,fo-410
hianto ,Tanoko,HIANTO@gmailx.com,Yogyakarta,1-9-2017,KP0750AJ,36359,3 buah,4,Cepat Kirim,Y,ic-444
hendry ,E.,E.@gmailx.com,Padang,1-8-2017,KP0425CB,35806,9 buah,4,Wakanda Express,Y,pk-559
jeffrey ,Tjokrosaputro,Tjokrosaputro@ymailx.com,Surabaya,1-7-2017,KP0150BH,36459,7 buah,N/A,Swift Delivery,Y,bn-123
Bimo,Wirawan,Bimo@gmailx.com,Lhokseumawe,1-7-2017,KP0150BH,36672,3,4,JENT,Y,ks-101
Djoko,Setiadi,Setiadi@icloudx.com,Tangerang,1-7-2017,KP0050AG,36416,5,N/A,Pru Logistic,Y,ow-500
Febrina,Express ,Febrina@icloudx.com,Tegal,1-6-2017,KP0750AJ,35241,7,4,JENT,Y,or-410
Dr.,Louis,Dr.@icloudx.com,Prabumulih,1-4-2017,KP0625AF,35151,9,3,Swift Delivery,Y,kk-661
Sistha,Yordan,Sistha@ymailx.com,Bitung,1-4-2017,KP0925SG,36310,10,N/A,Pru Logistic,N,dw-221
bambang ,Wirajang,Bambang@gmailx.com,Jakarta Pusat,1-3-2017,KP0625AF,37000,8 buah,N/A,Swift Delivery,Y,jq-333
edy ,Podomoro,Podomoro@gmailx.com,Sungai Penuh,1-2-2017,KP0150BH,35258,7 buah,4,Swift Delivery,Y,te-512
Lukman,busono,Busono@gmailx.com,Tebingtinggi,1-1-2017,KP0150BH,35024,7,N/A,Swift Delivery,Y,yu-662
Lilys,Riady ,Lilys@ymailx.com,Jakarta Pusat,27-12-2016,KP0750AJ,35064,8,4,JENT,Y,ik-333
Kiki,Utomo,Utomo@ymailx.com,Yogyakarta,26-12-2016,KP0750AJ,36980,5,4,JENT,Y,hd-444
Ronald,Heryanto,Ronald@livex.com,Kendari,24-12-2016,KP0425CB,35362,10,N/A,Pru Logistic,N,qh-250
Evelyn,solana,Solana@livex.com,Bima,23-12-2016,KP0850FB,35449,8,3,JENT,Y,xn-183
Ronald,irawan,Irawan@mex.com,Depok,22-12-2016,KP0625AF,36842,4,N/A,Wakanda Express,N,ft-409
nathalia ,Edward,Nathalia@rocketmailx.com,Probolinggo,21-12-2016,KP0225BB,35957,9 buah,4,JENT,N,wq-123
gerald ,Indrajani,Gerald@gmailx.com,Prabumulih,20-12-2016,KP0750AJ,35128,2 buah,N/A,JENT,Y,ur-661
erwin ,Elizabeth ,Elizabeth@ymailx.com,Pasuruan,20-12-2016,KP0850FB,36587,5 buah,4,JENT,Y,dc-123
Hertono,Tanuwidjaja,HERTONO@ymailx.com,Payakumbuh,20-12-2016,KP0750AJ,36654,10,2,JENT,Y,jx-559
hadi ,Didi,Didi@gmailx.com,Jakarta Utara,19-12-2016,KP0050AG,35771,6 buah,4,Swift Delivery,Y,vn-333
fahmi ,Sunarjo,Sunarjo@outlookx.com,Bukittinggi,18-12-2016,KP0425CB,36833,7 buah,N/A,JENT,Y,sq-559
Evert,suhartono,Evert@gmailx.com,Tarakan,18-12-2016,KP0150BH,35926,10,N/A,Wakanda Express,Y,wn-994
Candra ,Limited,CANDRA@ymailx.com,Pematangsiantar,17-12-2016,KP0625AF,35210,4 buah,N/A,Pru Logistic,Y,go-662
Soetikno,King ,Soetikno@mex.com,Padang,17-12-2016,KP0225BB,36807,6,4,JENT,N,hj-559
santy ,Bertrand,Santy@icloudx.com,Serang,16-12-2016,KP0625AF,35338,2 buah,4,Swift Delivery,N,vi-500
Firdaus,Goesti,Firdaus@ymailx.com,Cimahi,16-12-2016,KP0925SG,35507,5,N/A,JENT,Y,jw-409
Ery,Judianto,Judianto@livex.com,Banjarmasin,15-12-2016,KP0925SG,35487,5,4,Swift Delivery,Y,us-991
Alexandra,Saputra,SAPUTRA@livex.com,Blitar,14-12-2016,KP0350CF,36625,8,N/A,Cepat Kirim,Y,ps-123
lao ,Widjaja,Lao@gmailx.com,Bogor,13-12-2016,KP0350CF,35703,4 buah,4,JENT,Y,ag-409
Melvin,Indraswati,Indraswati@gmailx.com,Mataram,12-12-2016,KP0050AG,36052,8,4,Wakanda Express,Y,go-183
Ravi,rommy,ROMMY@rocketmailx.com,Langsa,12-12-2016,KP0850FB,35715,7,N/A,Swift Delivery,N,uw-101
Lisa,Samuel,Samuel@gmailx.com,Palopo,12-10-2016,KP0925SG,35610,6,4,Swift Delivery,Y,yk-290
Jacobus,tjian,Tjian@gmailx.com,Semarang,12-8-2016,KP0850FB,35285,9,N/A,Swift Delivery,Y,zc-410
Muchsin,Novita,"MUCHSIN@gmailx.com,",Dumai,12-6-2016,KP0850FB,36395,10,2,Cepat Kirim,Y,oy-222
Kam,Multicorpora,Kam@ymailx.com,Bogor,12-5-2016,KP0850FB,35756,9,4,Swift Delivery,Y,ci-409
stefanus ,Thomas,"Thomas@outlookx.com,",Kupang,12-4-2016,KP0625AF,35699,10 buah,N/A,Swift Delivery,N,yj-185
Marten,Mila,"Marten@outlookx.com,",Magelang,12-4-2016,KP0425CB,35141,10,N/A,Swift Delivery,Y,cj-410
grant ,Mardiani,MARDIANI@ymailx.com,Binjai,12-3-2016,KP0750AJ,36616,9 buah,N/A,Wakanda Express,Y,tc-662
Irvan,Rahardja ,IRVAN@ymailx.com,Banjar,12-3-2016,KP0750AJ,35171,9,5,JENT,Y,qw-409
Danan,Marjani,Danan@outlookx.com,Dumai,12-2-2016,KP0925SG,36991,5,4,JENT,Y,bh-222
Endah,Sucahyo,Endah@ymailx.com,Probolinggo,1-12-2018,KP0425CB,36453,10,N/A,Swift Delivery,Y,jd-123
Dewi,mudoyo,Mudoyo@outlookx.com,Lhokseumawe,1-12-2018,KP0550EH,36237,4,2,Wakanda Express,Y,xm-101
Peaceland,Hardjodikromo,Peaceland@mex.com,Cirebon,28-11-2018,KP0750AJ,35434,9,N/A,Pru Logistic,N,hu-409
Sugiharto,sutanto,Sutanto@mex.com,Lubuklinggau,28-11-2018,KP0750AJ,35263,4,N/A,JENT,N,en-661
achmad ,Hadeli,Achmad@livex.com,Padang,26-11-2018,KP0150BH,36930,3 buah,3,Swift Delivery,Y,zl-559
"lin, ",Santoso ,"Lin,@ymailx.com",Payakumbuh,25-11-2018,KP0425CB,35693,10 buah,4,JENT,Y,xb-559
"Rasyid,",Soejatno,Soejatno@icloudx.com,Metro,25-11-2018,KP0625AF,35940,5,N/A,Swift Delivery,N,fl-150
Megawati,Tjakra/Ms ,Megawati@livex.com,Lubuklinggau,24-11-2018,KP0150BH,36776,10,N/A,JENT,Y,yk-661
Kiki,Priapantja,Kiki@ymailx.com,Singkawang,23-11-2018,KP0925SG,35912,6,N/A,Wakanda Express,Y,bd-880
Semiwati,widjaja,"Widjaja@icloudx.com,",Binjai,23-11-2018,KP0050AG,36512,5,N/A,Swift Delivery,N,tq-662
Dr.,priasmoro,PRIASMORO@ymailx.com,Tangerang,21-11-2018,KP0625AF,35350,3,4,Wakanda Express,Y,oc-500
Ryandi,Ang,Ryandi@ymailx.com,Kendari,20-11-2018,KP0925SG,36731,2,4,Pru Logistic,N,nm-250
Dedy,B.,Dedy@gmailx.com,Batam,19-11-2016,KP0150BH,36377,3,N/A,JENT,Y,rd-809
Handi,Putihrai,Putihrai@gmailx.com,Palembang,17-11-2016,KP0150BH,35692,10,2,Cepat Kirim,Y,sk-661
johan ,Loengara,Loengara@ymailx.com,Tangerang Selatan,16-11-2016,KP0750AJ,35598,5 buah,N/A,JENT,Y,bb-500
Budi,Setijawati,Budi@gmailx.com,Tidore Kepulauan,16-11-2016,KP0750AJ,36331,5,4,Wakanda Express,Y,mb-160
Helmut,Hari,Helmut@gmailx.com,Cilegon,13-11-2016,KP0150BH,36189,10,2,Swift Delivery,Y,ip-500
Bimo,Brent,Bimo@icloudx.com,Jayapura,11-11-2016,KP0850FB,35083,8,3,Swift Delivery,Y,ev-990
Joyce,iuwena,Iuwena@ymailx.com,Tual,11-8-2016,KP0625AF,36662,6,4,Wakanda Express,Y,oc-171
Endang,Tarazona,Endang@ymailx.com,Lubuklinggau,11-7-2016,KP0350CF,36569,9,3,Swift Delivery,Y,bj-661
Lina,Setijono,Setijono@icloudx.com,Samarinda,11-7-2016,KP0625AF,35473,3,N/A,JENT,Y,rj-993
Liliawati,Susilowidjojo,Susilowidjojo@rocketmailx.com,Salatiga,11-7-2016,KP0350CF,36735,4,N/A,Swift Delivery,Y,qb-410
Sanjaya,husein,Sanjaya@ymailx.com,Tangerang,11-7-2016,KP0150BH,36072,7,N/A,Cepat Kirim,N,oz-500
lukas ,Purnomo,Lukas@icloudx.com,Serang,11-1-2016,KP0850FB,36141,3 buah,N/A,JENT,Y,qm-500
Frank,Koeshandery,Frank@gmailx.com,Padangpanjang,27-10-2016,KP0850FB,35433,2,N/A,JENT,Y,rd-559
Solihin,Patra,Patra@mex.com,Gorontalo,26-10-2016,KP0750AJ,36103,4,2,JENT,N,ac-983
Kezia,Handjaja,HANDJAJA@ymailx.com,Balikpapan,21-10-2016,KP0925SG,35172,3,N/A,Wakanda Express,Y,tg-993
"Achmad,",Dominic,"Achmad,@livex.com",Palopo,18-10-2016,KP0350CF,36301,8,1,JENT,Y,dy-290
rony ,Sewaka,Rony@ymailx.com,Palu,16-10-2016,KP0150BH,36124,4 buah,N/A,Cepat Kirim,N,lj-280
Gene,Suherlan,Suherlan@ymailx.com,Pekalongan,16-10-2016,KP0625AF,35183,3,N/A,Swift Delivery,Y,kb-410
pri ,Nagaria,Pri@icloudx.com,Jakarta Barat,10-12-2016,KP0750AJ,35787,5 buah,4,Swift Delivery,N,mg-333
Rubyanto,hendropurnomo,Hendropurnomo@gmailx.com,Gorontalo,10-12-2016,KP0750AJ,36082,5,3,Wakanda Express,N,gw-983
Dedie,suhandi.,Suhandi.@outlookx.com,Sukabumi,10-12-2016,KP0850FB,35734,10,2,Cepat Kirim,Y,dt-409
Johannes,sanjaya,Johannes@ymailx.com,Kediri,10-12-2016,KP0925SG,35532,4,N/A,Wakanda Express,Y,lv-123
deddy ,Lasmono,"Deddy@outlookx.com,",Pekanbaru,10-10-2016,KP0425CB,36017,9 buah,5,Swift Delivery,Y,ty-222
Linda,rahman,Rahman@icloudx.com,Balikpapan,10-10-2016,KP0050AG,36734,6,N/A,Swift Delivery,Y,qe-993
Suhardi,Mary,Suhardi@icloudx.com,Binjai,10-7-2016,KP0850FB,35264,7,4,Wakanda Express,N,qr-662
Stockcorp,Investments ,Stockcorp@ymailx.com,Tanjungpinang,10-7-2016,KP0050AG,35107,3,4,JENT,N,bn-809
Elizabeth,nugroho,"Nugroho@outlookx.com,",Sabang,10-7-2016,KP0150BH,35602,9,N/A,Swift Delivery,Y,gl-101
Katleen ,Wisnu ,Katleen@ymailx.com,Samarinda,10-6-2016,KP0225BB,35995,10 buah,5,JENT,Y,jo-993
razif ,Chooi,Razif@livex.com,Surakarta,10-6-2016,KP0350CF,36914,7 buah,N/A,Cepat Kirim,N,cb-410
Amelia,Ng,Ng@livex.com,Makassar,10-6-2016,KP0850FB,36919,2,4,Wakanda Express,Y,fs-290
Hendra,Welly,Welly@gmailx.com,Tomohon,10-4-2016,KP0050AG,36223,9,N/A,Wakanda Express,Y,yf-221
Fauzi,tjahjadi,"Tjahjadi@ymailx.com,",Lhokseumawe,10-3-2016,KP0225BB,36837,2,N/A,Cepat Kirim,Y,cc-101
erick ,I.,Erick@icloudx.com,Kotamobagu,10-2-2016,KP0625AF,35630,6 buah,N/A,JENT,Y,hy-221
Laksamana,soenong,LAKSAMANA@icloudx.com,Surabaya,10-2-2016,KP0750AJ,35623,8,N/A,Cepat Kirim,Y,qz-123
Lim,Yoshawirja,Lim@outlookx.com,Tanjungpinang,27-9-2016,KP0625AF,35816,3,N/A,Wakanda Express,Y,qy-809
Kokos,Purnomo,Kokos@ymailx.com,Langsa,27-9-2016,KP0625AF,35960,8,N/A,Cepat Kirim,Y,ty-101
Virendra,Prakash,Virendra@gmailx.com,Banjarbaru,26-9-2016,KP0150BH,36718,6 buah,4,#N/A,N,vu-991
Djoni ,Mardova,Djoni@outlookx.com,Jambi,24-9-2016,KP0750AJ,35237,8 buah,N/A,Wakanda Express,Y,ph-512
Sity,Franky ,Sity@livex.com,Cimahi,22-9-2016,KP0350CF,35277,10,N/A,JENT,N,mx-409
Bob,Saputra,"Bob@ymailx.com,",Pangkalpinang,15-9-2016,KP0350CF,35865,3,4,Cepat Kirim,Y,pw-120
Alfari,Robertson,Robertson@livex.com,Tebingtinggi,14-9-2016,KP0925SG,36667,3,N/A,JENT,Y,bo-662
Ramajati,Virgan,Virgan@rocketmailx.com,Sungai Penuh,14-9-2016,KP0750AJ,36128,2,4,Pru Logistic,N,pg-512
Simon,Limited ,Simon@ymailx.com,Banda Aceh,14-9-2016,KP0350CF,35011,10,5,JENT,N,te-101
Henry,Pramono,Pramono@ymailx.com,Parepare,13-9-2016,KP0425CB,35370,3,N/A,Wakanda Express,Y,oh-290
Purwadi,Hermawan,Purwadi@gmailx.com,Jambi,9-12-2016,KP0925SG,35246,9,N/A,Pru Logistic,N,vo-512
Rachmat,hardja,Hardja@ymailx.com,Palu,9-11-2016,KP0625AF,36298,10,4,Swift Delivery,N,pg-280
Dick,Liem,Dick@ymailx.com,Semarang,9-10-2016,KP0750AJ,35406,4,N/A,Swift Delivery,Y,li-410
Lim,Kusuma,Kusuma@icloudx.com,Sibolga,9-6-2016,KP0050AG,36865,7,4,Pru Logistic,Y,mr-662
Rudy,C.,C.@livex.com,Sawahlunto,9-6-2016,KP0850FB,36637,9,N/A,Swift Delivery,N,ot-559
Jimmy,Ulrich,Ulrich@gmailx.com,Manado,9-4-2016,KP0050AG,35878,4,N/A,Pru Logistic,Y,tv-221
Elvira,Harris,Harris@icloudx.com,Makassar,9-3-2016,KP0150BH,35918,5,4,JENT,Y,ba-290
eliezer ,Setyaningsih,Eliezer@outlookx.com,Bitung,9-2-2016,KP0750AJ,35910,5 buah,N/A,Cepat Kirim,Y,xf-221
j. ,Djaja,J.@ymailx.com,Blitar,9-2-2016,KP0925SG,35294,3 buah,N/A,JENT,Y,te-123
Herlinah,Tjiawi,Herlinah@ymailx.com,Kotamobagu,9-1-2016,KP0425CB,35548,7,N/A,Swift Delivery,Y,gi-221
Hendrik,Hari,Hendrik@ymailx.com,Sibolga,28-8-2016,KP0625AF,35399,4,N/A,Wakanda Express,Y,rm-662
bengt ,Consulting,Consulting@outlookx.com,Padangpanjang,27-8-2016,KP0425CB,36936,8 buah,N/A,Swift Delivery,Y,ku-559
gladys ,Samantha,Samantha@ymailx.com,Lubuklinggau,27-8-2016,KP0625AF,35135,7 buah,4,JENT,Y,lx-661
Bong,bagus,Bagus@ymailx.com,Pekalongan,27-8-2016,KP0150BH,35022,5,N/A,Swift Delivery,Y,ns-410
Cindy,lestari,"Lestari@gmailx.com,",Magelang,26-8-2016,KP0925SG,36001,7,N/A,Swift Delivery,Y,wy-410
Chander,gobel,Gobel@livex.com,Bima,26-8-2016,KP0150BH,35372,2,4,Cepat Kirim,Y,xe-183
Jeffrey,suwarno,Jeffrey@ymailx.com,Pangkalpinang,26-8-2016,KP0050AG,36702,3,N/A,Wakanda Express,Y,el-120
Ahmades,Muchtar ,Ahmades@ymailx.com,Kendari,23-8-2016,KP0150BH,36415,9,N/A,JENT,Y,zs-250
Henny,winarko,Henny@ymailx.com,Tegal,22-8-2016,KP0850FB,36431,4,N/A,Wakanda Express,Y,pq-410
irmayani ,Suginawan,IRMAYANI@gmailx.com,Probolinggo,21-8-2016,KP0625AF,36839,7 buah,N/A,Wakanda Express,Y,mc-123
Hilton,Darsono,Darsono@ymailx.com,Jakarta Timur,19-8-2016,KP0050AG,36727,8,N/A,Cepat Kirim,Y,cd-333
Vivi,Hottama,Vivi@gmailx.com,Surabaya,19-8-2016,KP0625AF,36913,9 buah,4,#N/A,N,yy-123
andreas ,Sandi,Andreas@gmailx.com,Magelang,15-8-2016,KP0625AF,36036,2 buah,5,Pru Logistic,Y,fp-410
Budiman ,Irsjad,IRSJAD@gmailx.com,Kediri,14-8-2016,KP0750AJ,36887,10 buah,N/A,JENT,Y,ni-123
Johnlee,Sukardi,Johnlee@ymailx.com,Tebingtinggi,14-8-2016,KP0225BB,35385,4,N/A,Cepat Kirim,Y,mp-662
Hesti,Yoesoef,Hesti@gmailx.com,Pekanbaru,13-8-2016,KP0425CB,36659,9,N/A,Cepat Kirim,Y,xv-222
Arief,soesanto,Arief@livex.com,Singkawang,13-8-2016,KP0425CB,35944,8,3,Wakanda Express,Y,wm-880
Drs,parlaungan,DRS@gmailx.com,Cimahi,8-12-2016,KP0850FB,35554,3,N/A,Pru Logistic,Y,fl-409
didit ,I,"I@outlookx.com,",Salatiga,8-10-2016,KP0425CB,35170,2 buah,4,Swift Delivery,Y,ow-410
Sallyawati,Hanna,Hanna@gmailx.com,Pematangsiantar,8-10-2016,KP0225BB,35939,5,N/A,Swift Delivery,N,ne-662
Kwok ,Lys,Lys@ymailx.com,Parepare,8-9-2016,KP0625AF,36778,7 buah,N/A,Pru Logistic,Y,eh-290
Hadinata,Susilo,Susilo@gmailx.com,Bau-Bau,8-9-2016,KP0625AF,35607,3,5,Wakanda Express,Y,zx-250
Habib,Marlina,Marlina@gmailx.com,Ambon,8-8-2016,KP0850FB,35422,6,N/A,Pru Logistic,Y,iv-171
franciscus ,Margaretha ,Franciscus@ymailx.com,Mataram,8-6-2016,KP0925SG,36303,6 buah,N/A,JENT,Y,km-183
Agus,joseph,Joseph@livex.com,Gorontalo,8-6-2016,KP0225BB,35261,7,N/A,Wakanda Express,Y,hx-983
paulis ,Sumito,Paulis@icloudx.com,Padang Sidempuan,8-5-2016,KP0625AF,35547,4 buah,N/A,Wakanda Express,N,iw-662
Fensa,C,C@outlookx.com,Jayapura,8-3-2016,KP0750AJ,35110,10,5,Swift Delivery,Y,mj-990
Geoffrey,Hoshi,Geoffrey@gmailx.com,Banjar,8-2-2016,KP0425CB,35118,4,N/A,Pru Logistic,Y,nb-409
Kama,Bachtiar,"Bachtiar@ymailx.com,",Tangerang Selatan,8-2-2016,KP0850FB,35842,9,N/A,Swift Delivery,Y,br-500
Ani ,Sathibal ,Ani@livex.com,Ambon,8-1-2016,KP0625AF,36998,8 buah,N/A,JENT,Y,qi-171
Efrem,Siregar,Efrem@ymailx.com,Purwokerto,8-1-2016,KP0350CF,35525,5,N/A,Swift Delivery,Y,ru-410
Mochamad,balmaceda,Mochamad@ymailx.com,Yogyakarta,27-7-2016,KP0350CF,36375,10,4,Pru Logistic,Y,bu-444
anwar ,Hendrastiti,Hendrastiti@livex.com,Banda Aceh,24-7-2016,KP0925SG,35056,4 buah,4,JENT,Y,ie-101
Sonal,Tjahyawati,Sonal@mex.com,Madiun,24-7-2016,KP0750AJ,36717,5,N/A,Swift Delivery,N,kt-123
Herman,nur,Nur@ymailx.com,Tangerang,22-7-2016,KP0625AF,35112,9,N/A,Wakanda Express,Y,uf-500
katini ,Hamzah,Katini@ymailx.com,Prabumulih,21-7-2016,KP0925SG,35614,10 buah,4,Cepat Kirim,Y,ul-661
Lucia,anggraini,Lucia@icloudx.com,Probolinggo,19-7-2016,KP0925SG,36297,10,4,JENT,Y,cg-123
Rachana ,L.,L.@rocketmailx.com,Samarinda,16-7-2016,KP0225BB,35984,8 buah,N/A,JENT,N,kh-993
pitra ,Kusnadi ,Kusnadi@icloudx.com,Palu,16-7-2016,KP0925SG,35694,10 buah,4,JENT,N,qa-280
sonny ,Pribadi ,Sonny@mex.com,Tangerang Selatan,16-7-2016,KP0925SG,36318,8 buah,N/A,JENT,N,ha-500
Petrus,Sugianto,Petrus@livex.com,Pekalongan,14-7-2016,KP0850FB,36863,6,N/A,Pru Logistic,N,zy-410
Kim,Brett,Brett@ymailx.com,Bitung,14-7-2016,KP0225BB,35893,10,N/A,Cepat Kirim,Y,zx-221
Anil,Djauhari,Djauhari@ymailx.com,Meulaboh,14-7-2016,KP0150BH,36299,7,5,JENT,Y,yl-101
Dicky,Panigoro,Panigoro@gmailx.com,Salatiga,7-11-2016,KP0225BB,35808,6,N/A,Wakanda Express,Y,ea-410
Veronica,Yuwono,Veronica@mex.com,Sungai Penuh,7-10-2016,KP0150BH,36959,4 buah,4,#N/A,N,cc-512
Hong ,Narpatisuta,Narpatisuta@ymailx.com,Pematangsiantar,7-8-2016,KP0750AJ,36081,4 buah,N/A,Wakanda Express,Y,ow-662
stan ,Kam ,Stan@ymailx.com,Padang,7-8-2016,KP0150BH,36785,5 buah,4,JENT,N,sa-559
Ong,Djuwadi,Ong@rocketmailx.com,Padang Sidempuan,7-7-2016,KP0050AG,36390,7,4,Cepat Kirim,N,zr-662
Kasiviswanathan,Solaiman ,Solaiman@gmailx.com,Blitar,7-7-2016,KP0750AJ,35691,3,N/A,JENT,Y,fi-123
Osbert,Maramis,Maramis@outlookx.com,Purwokerto,7-4-2016,KP0850FB,36799,8,N/A,Wakanda Express,N,bx-410
itjendri ,Ezeddin,Ezeddin@gmailx.com,Payakumbuh,7-3-2016,KP0625AF,35397,3 buah,5,Pru Logistic,Y,kh-559
gen ,Kurniawan,Gen@gmailx.com,Kupang,7-3-2016,KP0625AF,36370,7 buah,4,Swift Delivery,Y,zk-185
Catherine ,Sudjie,Catherine@outlookx.com,Semarang,7-2-2016,KP0150BH,36404,5 buah,N/A,Wakanda Express,Y,du-410
Johnson,Achmad,Johnson@gmailx.com,Makassar,7-2-2016,KP0350CF,36541,8,4,Swift Delivery,Y,ww-290
sierah ,Tjioe,Sierah@outlookx.com,Bukittinggi,28-6-2016,KP0750AJ,36355,10 buah,4,Pru Logistic,N,ku-559
Budyanto,Eko,Budyanto@ymailx.com,Depok,28-6-2016,KP0850FB,36153,9,N/A,JENT,Y,tq-409
gaitini ,Vincent,Gaitini@livex.com,Sawahlunto,25-6-2016,KP0850FB,36211,7 buah,4,Pru Logistic,Y,yc-559
junanda ,Liani,LIANI@gmailx.com,Pangkalpinang,24-6-2016,KP0225BB,35403,6 buah,4,JENT,Y,zx-120
Sulistiani,Sampoerna,Sulistiani@rocketmailx.com,Tegal,20-6-2016,KP0925SG,36726,4,4,Cepat Kirim,N,sf-410
djohan ,Kosasih,Djohan@livex.com,Samarinda,18-6-2016,KP0850FB,35242,10 buah,4,JENT,Y,um-993
Annie,James,James@livex.com,Singkawang,18-6-2016,KP0625AF,36701,2,2,Pru Logistic,Y,xb-880
husni ,Kusnadi,Kusnadi@ymailx.com,Bitung,17-6-2016,KP0625AF,35245,6 buah,4,JENT,Y,qr-221
Vidhya,Prakash,Prakash@rocketmailx.com,Subulussalam,17-6-2016,KP0425CB,35427,9 buah,4,#N/A,N,bs-101
sigit ,Patricia,Sigit@gmailx.com,Mojokerto,16-6-2016,KP0925SG,36269,9 buah,N/A,Cepat Kirim,N,vz-123
Erwin,Livia ,Livia@gmailx.com,Kediri,16-6-2016,KP0625AF,36968,10,N/A,JENT,Y,xi-123
"herman, ",Kiftiah,"HERMAN,@gmailx.com",Jakarta Pusat,15-6-2016,KP0625AF,36814,5 buah,3,Swift Delivery,Y,vr-333
Steven,Tanoko,Steven@gmailx.com,Bontang,15-6-2016,KP0150BH,35293,7,N/A,JENT,N,rm-993
sonya ,Madang,Sonya@icloudx.com,Bontang,14-6-2016,KP0150BH,36978,6 buah,N/A,Pru Logistic,N,rj-993
Anindya,Venture,Anindya@gmailx.com,Sibolga,14-6-2016,KP0050AG,35357,10,4,JENT,Y,bu-662
Justo,Alit ,Alit@gmailx.com,Cimahi,6-12-2016,KP0625AF,36336,3,N/A,JENT,Y,eg-409
Budi,Tjandra,Tjandra@ymailx.com,Bitung,6-12-2016,KP0350CF,35902,4,4,Cepat Kirim,Y,gp-221
Rony,"chiang, ","Chiang,@rocketmailx.com",Bekasi,6-12-2016,KP0625AF,35656,6,N/A,JENT,N,bv-409
Kristanto,budiman,Kristanto@ymailx.com,Bogor,6-12-2016,KP0850FB,36177,10,N/A,Wakanda Express,Y,to-409
Lili,Delia,LiLi@outlookx.com,Mataram,6-9-2016,KP0350CF,36809,8,N/A,Swift Delivery,Y,it-183
jackson ,Herman,Jackson@ymailx.com,Jayapura,6-8-2016,KP0850FB,36324,3 buah,N/A,Wakanda Express,Y,eg-990
Anna,Phair,Anna@livex.com,Tebingtinggi,6-8-2016,KP0750AJ,36218,5,N/A,JENT,Y,ru-662
Nazamudin,Broto,Nazamudin@ymailx.com,Jambi,6-8-2016,KP0925SG,36648,4,4,Wakanda Express,N,rc-512
Faizan,Widjaja,Faizan@outlookx.com,Palangkaraya,6-8-2016,KP0850FB,36615,4,4,JENT,Y,yl-992
Hashim,adhika ,HASHIM@gmailx.com,Pontianak,6-6-2016,KP0850FB,36706,10,2,JENT,Y,sg-880
Sukmawati,Rahardja,"Sukmawati@icloudx.com,",Jakarta Barat,6-5-2016,KP0850FB,36981,6,4,Swift Delivery,N,yv-333
K. ,Husin,K.@ymailx.com,Cilegon,6-4-2016,KP0925SG,36526,6 buah,4,JENT,Y,iy-500
Maxymilian,Woosnam,Maxymilian@mex.com,Bau-Bau,6-3-2016,KP0750AJ,36828,2,4,Pru Logistic,Y,pk-250
Mirah,Susanto,Mirah@gmailx.com,Bekasi,6-2-2016,KP0625AF,36590,8,2,Cepat Kirim,Y,de-409
Medina,Prasetyo,MEDINA@ymailx.com,Tegal,28-5-2016,KP0850FB,35017,6,N/A,Wakanda Express,Y,hk-410
Agam,iskandar,Agam@gmailx.com,Purwokerto,27-5-2016,KP0750AJ,36021,5,1,Wakanda Express,Y,pf-410
prayugi ,Putri,Putri@rocketmailx.com,Sawahlunto,23-5-2016,KP0150BH,36967,8 buah,3,Swift Delivery,N,vp-559
Djie,totong ,Totong@outlookx.com,Sorong,23-5-2016,KP0750AJ,35408,3,4,JENT,Y,tq-999
psp ,Handajani,PSP@mex.com,Tangerang Selatan,21-5-2016,KP0850FB,36825,6 buah,N/A,Wakanda Express,N,cx-500
Rini ,Djajasaputra,Djajasaputra@gmailx.com,Ambon,19-5-2016,KP0625AF,35526,10 buah,4,Swift Delivery,N,hx-171
Henry,Adiwinata ,Adiwinata@gmailx.com,Solok,19-5-2016,KP0925SG,36330,3,4,JENT,Y,pj-559
